Source File,Source Row,Timestamp,Date,Time,Temperature (C),Relative Humidity (%)
Wifi Thermometer_export_202605032345.csv,55,2026-05-03 13:45:00,2026-05-03 00:00:00,13:45:00,21.3,29.2
Wifi Thermometer_export_202605032345.csv,56,2026-05-03 14:00:00,2026-05-03 00:00:00,14:00:00,21.5,28.1
Wifi Thermometer_export_202605032345.csv,57,2026-05-03 14:15:00,2026-05-03 00:00:00,14:15:00,21.6,28.9
Wifi Thermometer_export_202605032345.csv,58,2026-05-03 14:30:00,2026-05-03 00:00:00,14:30:00,21.6,29.3
Wifi Thermometer_export_202605032345.csv,59,2026-05-03 14:45:00,2026-05-03 00:00:00,14:45:00,21.4,29.6
Wifi Thermometer_export_202605032345.csv,60,2026-05-03 15:00:00,2026-05-03 00:00:00,15:00:00,21.3,30.0
Wifi Thermometer_export_202605032345.csv,61,2026-05-03 15:15:00,2026-05-03 00:00:00,15:15:00,21.5,31.1
Wifi Thermometer_export_202605032345.csv,62,2026-05-03 15:30:00,2026-05-03 00:00:00,15:30:00,21.7,31.8
Wifi Thermometer_export_202605032345.csv,63,2026-05-03 15:45:00,2026-05-03 00:00:00,15:45:00,21.7,32.6
Wifi Thermometer_export_202605032345.csv,64,2026-05-03 16:00:00,2026-05-03 00:00:00,16:00:00,21.7,31.7
Wifi Thermometer_export_202605032345.csv,65,2026-05-03 16:15:00,2026-05-03 00:00:00,16:15:00,21.7,32.7
Wifi Thermometer_export_202605032345.csv,66,2026-05-03 16:30:00,2026-05-03 00:00:00,16:30:00,21.7,33.0
Wifi Thermometer_export_202605032345.csv,67,2026-05-03 16:45:00,2026-05-03 00:00:00,16:45:00,21.7,33.3
Wifi Thermometer_export_202605032345.csv,68,2026-05-03 17:00:00,2026-05-03 00:00:00,17:00:00,21.7,33.8
Wifi Thermometer_export_202605032345.csv,69,2026-05-03 17:15:00,2026-05-03 00:00:00,17:15:00,21.7,34.3
Wifi Thermometer_export_202605032345.csv,70,2026-05-03 17:30:00,2026-05-03 00:00:00,17:30:00,21.6,34.3
Wifi Thermometer_export_202605032345.csv,71,2026-05-03 17:45:00,2026-05-03 00:00:00,17:45:00,21.6,34.5
Wifi Thermometer_export_202605032345.csv,72,2026-05-03 18:00:00,2026-05-03 00:00:00,18:00:00,21.6,34.8
Wifi Thermometer_export_202605032345.csv,73,2026-05-03 18:15:00,2026-05-03 00:00:00,18:15:00,21.6,36.9
Wifi Thermometer_export_202605032345.csv,74,2026-05-03 18:30:00,2026-05-03 00:00:00,18:30:00,21.6,39.5
Wifi Thermometer_export_202605032345.csv,75,2026-05-03 18:45:00,2026-05-03 00:00:00,18:45:00,21.7,42.7
Wifi Thermometer_export_202605032345.csv,76,2026-05-03 19:00:00,2026-05-03 00:00:00,19:00:00,21.7,42.2
Wifi Thermometer_export_202605032345.csv,77,2026-05-03 19:15:00,2026-05-03 00:00:00,19:15:00,21.6,42.7
Wifi Thermometer_export_202605032345.csv,78,2026-05-03 19:30:00,2026-05-03 00:00:00,19:30:00,21.5,42.2
Wifi Thermometer_export_202605032345.csv,79,2026-05-03 19:45:00,2026-05-03 00:00:00,19:45:00,21.4,41.8
Wifi Thermometer_export_202605032345.csv,80,2026-05-03 20:00:00,2026-05-03 00:00:00,20:00:00,21.3,41.6
Wifi Thermometer_export_202605032345.csv,81,2026-05-03 20:15:00,2026-05-03 00:00:00,20:15:00,21.2,41.6
Wifi Thermometer_export_202605032345.csv,82,2026-05-03 20:30:00,2026-05-03 00:00:00,20:30:00,21.1,41.6
Wifi Thermometer_export_202605032345.csv,83,2026-05-03 20:45:00,2026-05-03 00:00:00,20:45:00,21.0,41.7
Wifi Thermometer_export_202605032345.csv,84,2026-05-03 21:00:00,2026-05-03 00:00:00,21:00:00,20.9,41.8
Wifi Thermometer_export_202605032345.csv,85,2026-05-03 21:15:00,2026-05-03 00:00:00,21:15:00,20.8,42.0
Wifi Thermometer_export_202605032345.csv,86,2026-05-03 21:30:00,2026-05-03 00:00:00,21:30:00,20.8,42.2
Wifi Thermometer_export_202605032345.csv,87,2026-05-03 21:45:00,2026-05-03 00:00:00,21:45:00,20.7,42.4
Wifi Thermometer_export_202605032345.csv,88,2026-05-03 22:00:00,2026-05-03 00:00:00,22:00:00,20.7,42.5
Wifi Thermometer_export_202605032345.csv,89,2026-05-03 22:15:00,2026-05-03 00:00:00,22:15:00,20.6,42.7
Wifi Thermometer_export_202605032345.csv,90,2026-05-03 22:30:00,2026-05-03 00:00:00,22:30:00,20.5,42.8
Wifi Thermometer_export_202605032345.csv,91,2026-05-03 22:45:00,2026-05-03 00:00:00,22:45:00,20.4,42.9
Wifi Thermometer_export_202605032345.csv,92,2026-05-03 23:00:00,2026-05-03 00:00:00,23:00:00,20.4,43.1
Wifi Thermometer_export_202605032345.csv,93,2026-05-03 23:15:00,2026-05-03 00:00:00,23:15:00,20.3,43.2
Wifi Thermometer_export_202605032345.csv,94,2026-05-03 23:30:00,2026-05-03 00:00:00,23:30:00,20.3,43.4
Wifi Thermometer_export_202605032345.csv,95,2026-05-03 23:45:00,2026-05-03 00:00:00,23:45:00,20.2,43.5
Wifi Thermometer_export_202605042347.csv,0,2026-05-04 00:02:00,2026-05-04 00:00:00,00:02:00,20.2,43.6
Wifi Thermometer_export_202605042347.csv,1,2026-05-04 00:17:00,2026-05-04 00:00:00,00:17:00,20.1,43.8
Wifi Thermometer_export_202605042347.csv,2,2026-05-04 00:32:00,2026-05-04 00:00:00,00:32:00,20.1,43.8
Wifi Thermometer_export_202605042347.csv,3,2026-05-04 00:47:00,2026-05-04 00:00:00,00:47:00,20.0,44.0
Wifi Thermometer_export_202605042347.csv,4,2026-05-04 01:02:00,2026-05-04 00:00:00,01:02:00,20.0,44.1
Wifi Thermometer_export_202605042347.csv,5,2026-05-04 01:17:00,2026-05-04 00:00:00,01:17:00,19.9,44.2
Wifi Thermometer_export_202605042347.csv,6,2026-05-04 01:32:00,2026-05-04 00:00:00,01:32:00,19.9,44.4
Wifi Thermometer_export_202605042347.csv,7,2026-05-04 01:47:00,2026-05-04 00:00:00,01:47:00,19.8,44.5
Wifi Thermometer_export_202605042347.csv,8,2026-05-04 02:02:00,2026-05-04 00:00:00,02:02:00,19.8,44.7
Wifi Thermometer_export_202605042347.csv,9,2026-05-04 02:17:00,2026-05-04 00:00:00,02:17:00,19.8,44.6
Wifi Thermometer_export_202605042347.csv,10,2026-05-04 02:32:00,2026-05-04 00:00:00,02:32:00,19.7,44.8
Wifi Thermometer_export_202605042347.csv,11,2026-05-04 02:47:00,2026-05-04 00:00:00,02:47:00,19.7,44.9
Wifi Thermometer_export_202605042347.csv,12,2026-05-04 03:02:00,2026-05-04 00:00:00,03:02:00,19.7,45.0
Wifi Thermometer_export_202605042347.csv,13,2026-05-04 03:17:00,2026-05-04 00:00:00,03:17:00,19.7,45.1
Wifi Thermometer_export_202605042347.csv,14,2026-05-04 03:32:00,2026-05-04 00:00:00,03:32:00,19.6,45.3
Wifi Thermometer_export_202605042347.csv,15,2026-05-04 03:47:00,2026-05-04 00:00:00,03:47:00,19.5,45.4
Wifi Thermometer_export_202605042347.csv,16,2026-05-04 04:02:00,2026-05-04 00:00:00,04:02:00,19.5,45.5
Wifi Thermometer_export_202605042347.csv,17,2026-05-04 04:17:00,2026-05-04 00:00:00,04:17:00,19.5,45.6
Wifi Thermometer_export_202605042347.csv,18,2026-05-04 04:32:00,2026-05-04 00:00:00,04:32:00,19.5,45.7
Wifi Thermometer_export_202605042347.csv,19,2026-05-04 04:47:00,2026-05-04 00:00:00,04:47:00,19.5,45.7
Wifi Thermometer_export_202605042347.csv,20,2026-05-04 05:02:00,2026-05-04 00:00:00,05:02:00,19.5,45.9
Wifi Thermometer_export_202605042347.csv,21,2026-05-04 05:17:00,2026-05-04 00:00:00,05:17:00,19.5,45.9
Wifi Thermometer_export_202605042347.csv,22,2026-05-04 05:32:00,2026-05-04 00:00:00,05:32:00,19.5,46.0
Wifi Thermometer_export_202605042347.csv,23,2026-05-04 05:47:00,2026-05-04 00:00:00,05:47:00,19.5,46.0
Wifi Thermometer_export_202605042347.csv,24,2026-05-04 06:02:00,2026-05-04 00:00:00,06:02:00,19.5,46.1
Wifi Thermometer_export_202605042347.csv,25,2026-05-04 06:17:00,2026-05-04 00:00:00,06:17:00,19.5,46.1
Wifi Thermometer_export_202605042347.csv,26,2026-05-04 06:32:00,2026-05-04 00:00:00,06:32:00,19.6,46.1
Wifi Thermometer_export_202605042347.csv,27,2026-05-04 06:47:00,2026-05-04 00:00:00,06:47:00,19.6,46.2
Wifi Thermometer_export_202605042347.csv,28,2026-05-04 07:02:00,2026-05-04 00:00:00,07:02:00,19.7,46.3
Wifi Thermometer_export_202605042347.csv,29,2026-05-04 07:17:00,2026-05-04 00:00:00,07:17:00,19.7,46.1
Wifi Thermometer_export_202605042347.csv,30,2026-05-04 07:32:00,2026-05-04 00:00:00,07:32:00,19.9,46.5
Wifi Thermometer_export_202605042347.csv,31,2026-05-04 07:47:00,2026-05-04 00:00:00,07:47:00,20.1,46.7
